Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Begin File,End File,Beg File Samp (samples),End File Samp (samples),SNR NIST Quick (dB),predicted_label,confidence,score_mooring noise,score_marine mammal vocalization,score_background noise,score_dolphin click,score_ship noise,score_seismic airgun,cluster
7407,Spectrogram 1,1,12501.30585,12501.62403,0,12686.726,0.3182,12686.726,-76.04,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32083575,32103938,15.7,marine mammal vocalization,0.731883705,0.178872406,0.731883705,3.14E-06,0.089240201,5.48E-07,8.00E-09,marine mammal vocalization
7408,Spectrogram 1,1,12501.78313,12502.10131,0,16424.779,0.3182,16424.779,-74.91,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32114120,32134484,17.58,background noise,0.962980986,0.035576735,0.000727578,0.962980986,1.05E-05,0.00070382,4.09E-07,background noise
7409,Spectrogram 1,1,12504.04449,12504.20358,4474.336,11214.159,0.1591,6739.823,-95.38,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32258847,32269029,11.45,mooring noise,0.763949335,0.763949335,0.093297616,0.000990968,0.141390547,0.000371353,2.03E-07,mooring noise
7410,Spectrogram 1,1,12506.87403,12507.06721,0,9288.496,0.1932,9288.496,-74.03,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32439938,32452301,16.95,marine mammal vocalization,0.709673584,0.184541017,0.709673584,0.02396629,0.079788879,0.002018205,1.20E-05,marine mammal vocalization
7411,Spectrogram 1,1,12508.05585,12508.14676,6966.372,30130.973,0.0909,23164.601,-102.74,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32515574,32521392,13.28,marine mammal vocalization,0.384103894,0.231787816,0.384103894,0.384058475,4.81E-05,7.35E-07,1.04E-06,marine mammal vocalization
7412,Spectrogram 1,1,12514.93084,12515.54448,0,4191.15,0.6136,4191.15,-71.03,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32955574,32994847,17.47,marine mammal vocalization,0.92869699,0.017933346,0.92869699,0.000291428,0.053078074,9.24E-08,1.02E-07,marine mammal vocalization
7413,Spectrogram 1,1,12515.5672,12515.93084,0,17104.425,0.3636,17104.425,-76.78,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,32996301,33019574,17.3,marine mammal vocalization,0.996212125,0.002364864,0.996212125,0.000377059,0.001046069,5.11E-08,1.82E-09,marine mammal vocalization
7414,Spectrogram 1,1,12516.27175,12516.40811,0,12290.265,0.1364,12290.265,-75.91,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33041392,33050119,17.16,dolphin click,0.89780283,0.000378756,0.101816259,9.44E-07,0.89780283,1.06E-06,8.88E-08,dolphin click
7415,Spectrogram 1,1,12519.36266,12519.45356,2945.133,4021.239,0.0909,1076.106,-89.76,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33239210,33245028,11.57,marine mammal vocalization,0.599772573,3.85E-05,0.599772573,4.83E-07,0.400185972,2.33E-06,4.83E-08,marine mammal vocalization
7416,Spectrogram 1,1,12521.01038,12521.39674,0,11893.805,0.3864,11893.805,-75.49,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33344664,33369392,16.3,marine mammal vocalization,0.926239371,0.001182455,0.926239371,2.63E-08,0.072578147,1.47E-08,6.89E-10,marine mammal vocalization
7417,Spectrogram 1,1,12522.66947,12522.95356,0,9175.221,0.2841,9175.221,-73.68,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33450846,33469028,17.63,marine mammal vocalization,0.999703467,6.13E-05,0.999703467,5.57E-09,0.000235249,1.33E-10,4.77E-13,marine mammal vocalization
7418,Spectrogram 1,1,12523.46492,12523.70356,0,31150.442,0.2386,31150.442,-78.14,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33501755,33517028,18.5,marine mammal vocalization,0.994627535,1.42E-06,0.994627535,5.67E-11,0.005371106,5.88E-10,4.93E-13,marine mammal vocalization
7419,Spectrogram 1,1,12523.76038,12524.16947,2831.858,19143.363,0.4091,16311.505,-90.91,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33520664,33546846,15.83,background noise,0.382103413,0.318650991,0.213144869,0.382103413,0.086029813,7.03E-05,6.83E-07,background noise
7420,Spectrogram 1,1,12527.87401,12528.45356,0,4247.788,0.5795,4247.788,-70.59,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,33783937,33821028,18.72,marine mammal vocalization,0.586610436,0.024359491,0.586610436,0.001302154,0.387713253,1.46E-05,5.81E-08,marine mammal vocalization
7421,Spectrogram 1,1,12537.69219,12537.91946,3001.77,7815.929,0.2273,4814.159,-90.54,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,34412300,34426845,11.8,marine mammal vocalization,0.693875909,0.080331005,0.693875909,2.21E-06,0.225790739,1.17E-07,1.52E-08,marine mammal vocalization
7422,Spectrogram 1,1,12539.31718,12539.499,1246.018,4077.876,0.1818,2831.858,-89.53,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,34516300,34527936,11.35,marine mammal vocalization,0.801194608,0.040907964,0.801194608,4.05E-05,0.157856077,8.85E-07,1.79E-09,marine mammal vocalization
7423,Spectrogram 1,1,12539.88537,12540.11264,0,3964.602,0.2273,3964.602,-71.07,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,34552663,34567209,17.48,dolphin click,0.967962146,0.018568937,0.004032081,0.009433236,0.967962146,3.32E-06,1.88E-07,dolphin click
7424,Spectrogram 1,1,12545.28309,12545.47627,0,7079.646,0.1932,7079.646,-72.66,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,34898118,34910481,15.98,mooring noise,0.544588268,0.544588268,0.009077523,0.215698287,0.23057054,6.12E-05,4.16E-06,mooring noise
7425,Spectrogram 1,1,12545.69218,12545.89672,3001.77,3624.779,0.2045,623.009,-88.84,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,34924299,34937390,11.04,dolphin click,0.722974062,0.004769875,0.27097258,0.000984167,0.722974062,0.000275657,2.37E-05,dolphin click
7426,Spectrogram 1,1,12547.70354,12547.80581,14159.292,30753.982,0.1023,16594.69,-105.4,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,35053027,35059572,11.9,mooring noise,0.976700962,0.976700962,0.019017519,0.002443434,0.001834483,3.55E-06,2.29E-08,mooring noise
7427,Spectrogram 1,1,12553.57853,12553.73763,0,3568.142,0.1591,3568.142,-70.42,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,35429026,35439208,19.01,mooring noise,0.890103042,0.890103042,0.001743822,0.011627169,0.096519709,6.18E-06,1.26E-07,mooring noise
7428,Spectrogram 1,1,12556.13535,12556.82853,0,10194.69,0.6932,10194.69,-74.46,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,35592662,35637026,16.46,dolphin click,0.703308284,0.27830857,0.016921552,0.00145946,0.703308284,1.82E-06,3.03E-07,dolphin click
7429,Spectrogram 1,1,12558.01035,12558.27171,0,4304.425,0.2614,4304.425,-70.01,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,35712662,35729390,18.02,mooring noise,0.893936098,0.893936098,0.000562622,9.63E-05,0.104658283,0.000746089,6.34E-07,mooring noise
7430,Spectrogram 1,1,12561.35125,12561.65807,339.823,3681.416,0.3068,3341.593,-81.4,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,35926480,35946117,14.95,marine mammal vocalization,0.869137168,0.126086786,0.869137168,0.000251485,0.004524328,1.61E-07,8.40E-09,marine mammal vocalization
7431,Spectrogram 1,1,12563.89671,12565.14671,0,13876.106,1.25,13876.106,-75.02,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36089389,36169389,16.08,marine mammal vocalization,0.999083996,0.000844464,0.999083996,4.53E-07,7.11E-05,1.30E-08,1.46E-10,marine mammal vocalization
7432,Spectrogram 1,1,12565.4308,12565.54443,17500.885,31093.805,0.1136,13592.92,-107.24,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36187571,36194844,11.89,marine mammal vocalization,0.983797371,0.009357811,0.983797371,2.52E-05,0.00681959,1.05E-08,1.51E-10,marine mammal vocalization
7433,Spectrogram 1,1,12565.74898,12565.97625,0,4191.15,0.2273,4191.15,-70.23,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36207935,36222480,18.03,marine mammal vocalization,0.994890332,0.004337894,0.994890332,1.25E-06,0.000770455,4.15E-10,7.86E-10,marine mammal vocalization
7434,Spectrogram 1,1,12566.26034,12566.44216,2661.947,20332.743,0.1818,17670.796,-92.73,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36240662,36252298,16.65,marine mammal vocalization,0.525791943,0.390795022,0.525791943,0.016647695,0.066755205,1.01E-05,9.79E-08,marine mammal vocalization
7435,Spectrogram 1,1,12569.56716,12569.7717,0,4417.699,0.2045,4417.699,-71.34,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36452298,36465389,16.42,marine mammal vocalization,0.54948318,0.444248915,0.54948318,0.004784343,0.001476891,6.65E-06,5.59E-09,marine mammal vocalization
7436,Spectrogram 1,1,12570.91943,12571.43079,0,12686.726,0.5114,12686.726,-75.21,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,36538843,36571571,16.1,marine mammal vocalization,0.648605168,0.126195788,0.648605168,0.001254762,0.223928466,2.94E-06,1.29E-05,marine mammal vocalization
7437,Spectrogram 1,1,12586.91941,12587.06714,0,4474.336,0.1477,4474.336,-70.73,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,37562843,37572297,15.71,mooring noise,0.590718567,0.590718567,0.405551851,3.36E-06,0.003717094,9.05E-06,3.76E-10,mooring noise
7438,Spectrogram 1,1,12592.93077,12593.14668,3115.044,4191.15,0.2159,1076.106,-86.37,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,37947570,37961388,11.92,marine mammal vocalization,0.995479822,0.004341888,0.995479822,3.19E-06,0.000175098,2.04E-08,1.90E-10,marine mammal vocalization
7439,Spectrogram 1,1,12599.61259,12599.74895,11950.442,28658.407,0.1364,16707.965,-103.84,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,38375205,38383933,12.25,marine mammal vocalization,0.836749434,0.162573352,0.836749434,2.21E-05,0.000654912,1.63E-07,1.87E-09,marine mammal vocalization
7440,Spectrogram 1,1,12599.97622,12600.32849,0,4304.425,0.3523,4304.425,-71.49,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,38398478,38421024,17.03,mooring noise,0.744164586,0.744164586,0.220511913,0.007966736,0.027353618,3.08E-06,7.44E-08,mooring noise
7441,Spectrogram 1,1,12602.60122,12603.18076,0,9628.319,0.5795,9628.319,-73.89,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,38566478,38603569,16.66,dolphin click,0.595006168,0.007025979,0.333441794,0.057858568,0.595006168,0.006240269,0.000427161,dolphin click
7442,Spectrogram 1,1,12604.20349,12604.46485,0,6909.735,0.2614,6909.735,-72.71,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,38669023,38685751,15.89,marine mammal vocalization,0.853383005,0.03247717,0.853383005,3.20E-05,0.114101365,6.40E-06,1.38E-07,marine mammal vocalization
7443,Spectrogram 1,1,12606.95349,12607.12394,20502.655,30753.982,0.1705,10251.327,-107.11,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,38845023,38855932,11.43,mooring noise,0.906987727,0.906987727,0.000712512,0.066271991,0.025974074,3.83E-05,1.54E-05,mooring noise
7444,Spectrogram 1,1,12610.65803,12610.85121,0,12630.088,0.1932,12630.088,-74.08,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39082114,39094478,18.24,mooring noise,0.993350327,0.993350327,0.001509609,0.003335952,0.001792547,7.73E-06,3.88E-06,mooring noise
7445,Spectrogram 1,1,12614.29441,12614.46486,3115.044,4361.062,0.1705,1246.018,-92.07,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39314842,39325751,11.63,mooring noise,0.999477565,0.999477565,0.000141738,0.00011604,0.000264428,1.92E-07,2.71E-08,mooring noise
7446,Spectrogram 1,1,12614.60122,12614.73759,14952.212,31093.805,0.1364,16141.593,-105.82,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39334478,39343206,12.91,mooring noise,0.998855114,0.998855114,1.13E-05,0.001034997,8.79E-05,1.06E-05,9.98E-10,mooring noise
7447,Spectrogram 1,1,12615.14668,12615.28304,2888.496,6796.46,0.1364,3907.964,-93.55,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39369387,39378115,11.81,mooring noise,0.997019708,0.997019708,0.001227437,0.001144514,0.000605338,3.01E-06,4.09E-09,mooring noise
7448,Spectrogram 1,1,12615.90804,12616.23759,0,6683.186,0.3295,6683.186,-72.6,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39418115,39439206,17.38,mooring noise,0.993543267,0.993543267,0.0033507,0.002378905,0.000726604,5.15E-07,1.71E-10,mooring noise
7449,Spectrogram 1,1,12621.07849,12621.44213,0,16084.956,0.3636,16084.956,-76.54,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39749023,39772296,17.04,mooring noise,0.718769372,0.718769372,0.012152592,0.267505229,0.001503402,6.94E-05,1.44E-08,mooring noise
7450,Spectrogram 1,1,12623.89667,12624.11258,0,4134.513,0.2159,4134.513,-70.32,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,39929387,39943205,17.68,mooring noise,0.719897032,0.719897032,0.064729773,0.103538454,0.110266052,0.001564935,3.80E-06,mooring noise
7451,Spectrogram 1,1,12626.59554,12627.58418,0,6972.067,0.9886,6972.067,-72.59,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,40102115,40165387,16.71,mooring noise,0.990827739,0.990827739,0.001521519,0.004113485,0.003536394,7.71E-07,5.23E-08,mooring noise
7452,Spectrogram 1,1,12629.89099,12630.14099,0,3932.961,0.25,3932.961,-70.84,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,40313023,40329023,18.73,mooring noise,0.805785477,0.805785477,0.071785256,4.65E-05,0.122382693,1.41E-07,4.31E-08,mooring noise
7453,Spectrogram 1,1,12630.59554,12630.9819,0,4469.274,0.3864,4469.274,-71.15,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,40358114,40382842,17.47,marine mammal vocalization,0.49717176,0.449699014,0.49717176,0.000118085,0.052898809,0.000112003,3.08E-07,marine mammal vocalization
7454,Spectrogram 1,1,12635.42509,12635.73191,0,3456.238,0.3068,3456.238,-70.36,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,40667206,40686842,19.11,dolphin click,0.873223543,0.002234598,0.124537565,7.45E-07,0.873223543,3.38E-06,1.91E-07,dolphin click
7455,Spectrogram 1,1,12637.57282,12638.05009,0,4290.503,0.4773,4290.503,-71.51,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,40804660,40835206,16.62,dolphin click,0.55648464,9.75E-05,0.443417817,4.70E-10,0.55648464,6.79E-08,3.54E-09,dolphin click
7456,Spectrogram 1,1,12640.95918,12641.10691,0,12633.147,0.1477,12633.147,-74.08,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41021387,41030842,18.73,dolphin click,0.627105534,0.020807829,0.352083087,1.52E-06,0.627105534,2.05E-06,3.24E-08,dolphin click
7457,Spectrogram 1,1,12641.58418,12642.36827,0,31106.145,0.7841,31106.145,-78.61,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41061387,41111569,18.48,mooring noise,0.570234358,0.570234358,0.028960075,0.366879046,0.033905648,2.08E-05,7.10E-08,mooring noise
7458,Spectrogram 1,1,12643.32281,12643.40236,6018.622,7746.741,0.0795,1728.119,-95.3,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41172660,41177751,10.96,mooring noise,0.536992788,0.536992788,0.196493775,0.161106288,0.105107754,0.000297499,1.85E-06,mooring noise
7459,Spectrogram 1,1,12643.94781,12644.47054,0,8163.873,0.5227,8163.873,-73.4,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41212660,41246115,15.84,mooring noise,0.933428407,0.933428407,0.018238258,0.000990857,0.04730897,1.66E-05,1.68E-05,mooring noise
7460,Spectrogram 1,1,12645.44781,12645.69781,0,31404.097,0.25,31404.097,-78.48,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41308660,41324660,18.94,mooring noise,0.921171248,0.921171248,0.07747528,0.000153768,0.001197682,1.20E-06,8.44E-07,mooring noise
7461,Spectrogram 1,1,12645.93645,12646.08418,1013.035,9772.812,0.1477,8759.777,-91.51,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41339933,41349387,13.69,mooring noise,0.992504358,0.992504358,0.002925107,0.001519075,0.003050426,1.06E-06,1.27E-09,mooring noise
7462,Spectrogram 1,1,12650.41372,12650.58417,0,11322.16,0.1705,11322.16,-74.1,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,41626478,41637387,16.52,dolphin click,0.523025811,0.039721441,0.419616669,0.016682882,0.523025811,0.000553743,0.000399456,dolphin click
7463,Spectrogram 1,1,12657.98189,12658.05007,2860.335,15374.302,0.0682,12513.967,-96.06,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,42110841,42115205,14.29,marine mammal vocalization,0.525189459,0.471834838,0.525189459,0.000943255,0.001904348,0.000128151,5.63E-09,marine mammal vocalization
7464,Spectrogram 1,1,12659.10689,12659.25462,0,4290.503,0.1477,4290.503,-71.01,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,42182841,42192296,17.79,dolphin click,0.977291644,0.00296044,0.011203389,0.008456923,0.977291644,6.09E-05,2.68E-05,dolphin click
7465,Spectrogram 1,1,12664.14098,12664.70916,0,31165.736,0.5682,31165.736,-78.02,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,42505023,42541386,19.24,mooring noise,0.880616844,0.880616844,0.064559758,0.012393994,0.042398397,3.08E-05,2.44E-07,mooring noise
7466,Spectrogram 1,1,12668.64097,12668.7887,3098.696,6852.886,0.1477,3754.19,-91.79,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,42793022,42802477,11.52,mooring noise,0.972899497,0.972899497,0.017757965,0.007413883,0.001891894,3.68E-05,1.92E-08,mooring noise
7467,Spectrogram 1,1,12674.92506,12676.09551,0,4528.864,1.1705,4528.864,-70.92,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,43195204,43270113,16.67,mooring noise,0.965307713,0.965307713,0.007553476,0.011088192,0.015864482,0.000186115,6.28E-08,mooring noise
7468,Spectrogram 1,1,12679.32278,12680.09551,0,9117.318,0.7727,9117.318,-74.65,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,43476658,43526113,16.85,marine mammal vocalization,0.623666346,0.301128954,0.623666346,0.001204722,0.073995382,4.35E-06,2.16E-07,marine mammal vocalization
7469,Spectrogram 1,1,12682.95914,12683.47051,0,4290.503,0.5114,4290.503,-69.74,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,43709385,43742112,17.77,marine mammal vocalization,0.91574192,0.020077035,0.91574192,9.66E-06,0.064168133,3.26E-06,8.02E-10,marine mammal vocalization
7470,Spectrogram 1,1,12695.64095,12695.7205,19903.166,23895.717,0.0795,3992.551,-105.07,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,44521021,44526112,11.9,mooring noise,0.963733017,0.963733017,0.003370806,0.001469843,0.031422377,3.89E-06,4.88E-08,mooring noise
7471,Spectrogram 1,1,12698.03868,12698.32277,0,9176.909,0.2841,9176.909,-73.48,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,44674475,44692657,15.47,mooring noise,0.563222528,0.563222528,0.391423762,5.90E-05,0.04529452,3.66E-08,8.12E-09,mooring noise
7472,Spectrogram 1,1,12698.70913,12699.69776,0,30986.965,0.9886,30986.965,-79.1,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,44717384,44780657,18.35,mooring noise,0.926700294,0.926700294,0.069056019,0.002389941,0.001609407,0.000244212,6.47E-08,mooring noise
7473,Spectrogram 1,1,12702.51594,12702.70913,0,4290.503,0.1932,4290.503,-68.97,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,44961020,44973384,20.1,mooring noise,0.677208424,0.677208424,0.315250278,0.00018503,0.007313191,4.30E-05,4.84E-11,mooring noise
7474,Spectrogram 1,1,12706.57276,12707.17503,0,3754.19,0.6023,3754.19,-69.71,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45220657,45259202,18.39,marine mammal vocalization,0.999994516,4.57E-06,0.999994516,6.64E-07,2.28E-07,1.91E-08,1.81E-12,marine mammal vocalization
7475,Spectrogram 1,1,12708.75457,12709.0273,0,16148.976,0.2727,16148.976,-76.6,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45360293,45377747,17.13,marine mammal vocalization,0.999997854,8.28E-07,0.999997854,1.86E-08,1.34E-06,4.09E-09,8.48E-13,marine mammal vocalization
7476,Spectrogram 1,1,12709.23185,12709.58412,0,4945.996,0.3523,4945.996,-70.14,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45390838,45413384,17.63,marine mammal vocalization,0.999986887,6.70E-06,0.999986887,6.72E-08,6.34E-06,1.16E-09,2.87E-11,marine mammal vocalization
7477,Spectrogram 1,1,12709.64094,12709.97048,0,19068.901,0.3295,19068.901,-77.16,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45417020,45438111,19.18,marine mammal vocalization,0.855297029,0.025998298,0.855297029,0.002638746,0.116058052,7.90E-06,9.51E-09,marine mammal vocalization
7478,Spectrogram 1,1,12711.43639,12712.49321,0,31165.736,1.0568,31165.736,-78.65,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45531929,45599565,18.68,mooring noise,0.716600597,0.716600597,0.096444927,9.55E-05,0.186839119,1.99E-05,1.45E-08,mooring noise
7479,Spectrogram 1,1,12714.05002,12714.2773,0,18055.866,0.2273,18055.866,-75.04,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45699202,45713747,18.63,mooring noise,0.99284631,0.99284631,8.12E-06,0.006255231,0.000886807,3.47E-06,1.14E-07,mooring noise
7480,Spectrogram 1,1,12714.51593,12714.91366,0,4052.142,0.3977,4052.142,-70.53,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45729020,45754474,16.92,mooring noise,0.856952965,0.856952965,0.00803547,0.133124694,0.001460468,0.000426199,1.84E-07,mooring noise
7481,Spectrogram 1,1,12716.84548,12717.07275,19724.395,30748.603,0.2273,11024.208,-107.79,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45878111,45892656,11.63,mooring noise,0.952504933,0.952504933,0.000631494,0.00142415,0.045403477,3.59E-05,2.35E-08,mooring noise
7482,Spectrogram 1,1,12718.10684,12718.2432,0,17996.276,0.1364,17996.276,-75.25,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,45958838,45967565,19.12,mooring noise,0.892768562,0.892768562,0.025868146,0.003349699,0.078002252,9.61E-06,1.72E-06,mooring noise
7483,Spectrogram 1,1,12718.85684,12719.3682,0,31165.736,0.5114,31165.736,-77.49,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46006838,46039565,18.89,mooring noise,0.853536248,0.853536248,0.130562901,0.002671662,0.013222966,6.13E-06,1.04E-07,mooring noise
7484,Spectrogram 1,1,12720.82275,12720.93638,3217.877,4171.322,0.1136,953.445,-87.97,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46132656,46139929,14.9,mooring noise,0.717071533,0.717071533,0.003018628,0.275186777,0.004694599,2.82E-05,3.17E-07,mooring noise
7485,Spectrogram 1,1,12721.95911,12722.14093,0,6972.067,0.1818,6972.067,-72.51,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46205383,46217019,16.04,mooring noise,0.885238528,0.885238528,0.00894655,0.093034588,0.012720669,4.25E-05,1.72E-05,mooring noise
7486,Spectrogram 1,1,12722.43638,12723.30002,0,4350.093,0.8636,4350.093,-70.99,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46235928,46291201,16.03,mooring noise,0.675636053,0.675636053,0.025845813,0.297902942,0.000577266,3.64E-05,1.55E-06,mooring noise
7487,Spectrogram 1,1,12723.64092,12723.9932,3217.877,5541.899,0.3523,2324.022,-93.09,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46313019,46335565,10.41,marine mammal vocalization,0.962354541,0.033897206,0.962354541,0.00073977,0.002999226,9.23E-06,7.62E-08,marine mammal vocalization
7488,Spectrogram 1,1,12724.94774,12725.47047,0,31284.916,0.5227,31284.916,-78.13,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,46396655,46430110,18.3,dolphin click,0.941750526,0.031098297,0.026486076,0.000654826,0.941750526,9.42E-06,7.46E-07,dolphin click
7489,Spectrogram 1,1,12735.82273,12737.30001,0,30986.965,1.4773,30986.965,-79.03,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,47092655,47187200,18.34,mooring noise,0.914849401,0.914849401,0.001486861,0.009342295,0.074315012,4.30E-07,6.00E-06,mooring noise
7490,Spectrogram 1,1,12741.43638,12741.77729,0,31046.555,0.3409,31046.555,-73.14,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,47451928,47473746,19.91,mooring noise,0.875374496,0.875374496,0.001354905,0.002641747,0.120623976,7.58E-08,4.80E-06,mooring noise
7491,Spectrogram 1,1,12742.07274,12742.34547,0,4409.683,0.2727,4409.683,-71,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,47492656,47510110,15.35,mooring noise,0.984974384,0.984974384,0.000108351,0.003951093,0.010944541,2.16E-05,7.94E-08,mooring noise
7492,Spectrogram 1,1,12742.66365,12742.97047,0,7925.512,0.3068,7925.512,-73.3,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,47530474,47550110,16.45,mooring noise,0.629122019,0.629122019,0.074324809,0.166285217,0.129943356,0.000314706,9.90E-06,mooring noise
7493,Spectrogram 1,1,12744.39092,12744.53865,2145.251,4111.732,0.1477,1966.481,-83.46,AMAR1183.20240602T214736Z.wav,AMAR1183.20240602T214736Z.wav,47641019,47650474,13.13,dolphin click,0.505511403,0.248486713,0.206624269,0.03829436,0.505511403,0.001054068,2.91E-05,dolphin click
