Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Begin File,End File,Beg File Samp (samples),End File Samp (samples),SNR NIST Quick (dB),predicted_label,confidence,score_mooring noise,score_marine mammal vocalization,score_background noise,score_dolphin click,score_ship noise,score_seismic airgun,cluster
1,Spectrogram 1,1,3.140875144,3.429558522,0,6827.9,0.2887,6827.9,-72.31,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,201016,219492,17.46,mooring noise,0.738809526,0.738809526,0.244403809,0.016309544,0.000473884,3.24E-06,2.17E-10,mooring noise
2,Spectrogram 1,1,3.568126543,4.318703323,786,6456.1,0.7506,5670.1,-85.43,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,228360,276397,13.49,marine mammal vocalization,0.980065167,0.018469675,0.980065167,0.001441679,1.49E-05,8.49E-06,3.63E-10,marine mammal vocalization
3,Spectrogram 1,1,7.933019206,8.036945222,2189.5,17010.5,0.1039,14821,-89.53,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,507713,514364,15.82,mooring noise,0.977987885,0.977987885,0.009787818,0.007524116,0.004640781,5.80E-05,1.38E-06,mooring noise
4,Spectrogram 1,1,10.48498026,10.56581161,1571.9,5894.7,0.0808,4322.8,-86.41,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,671039,676212,12.83,mooring noise,0.543776989,0.543776989,0.066894479,0.262432784,0.126871049,2.40E-05,7.52E-07,mooring noise
5,Spectrogram 1,1,12.13624918,12.33255388,1347.4,6793,0.1963,5445.6,-86.17,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,776720,789283,12.99,mooring noise,0.592957675,0.592957675,0.40281859,0.00065911,0.003564567,8.18E-08,3.65E-08,mooring noise
6,Spectrogram 1,1,14.94225161,15.01153562,1852.6,10498.2,0.0693,8645.6,-90.53,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,956304,960738,13.51,mooring noise,0.974174857,0.974174857,0.000955062,0.024674667,0.000194173,1.31E-06,4.11E-10,mooring noise
7,Spectrogram 1,1,19.00691356,19.4803543,0,22287.7,0.4734,22287.7,-77.58,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1216442,1246743,18.98,mooring noise,0.94470191,0.94470191,0.04248498,0.0014695,0.011294994,4.86E-05,1.12E-08,mooring noise
8,Spectrogram 1,1,19.91685763,20.18244633,0,3368.4,0.2656,3368.4,-69.27,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1274679,1291677,17.54,marine mammal vocalization,0.831622124,0.168011114,0.831622124,0.000363718,3.04E-06,2.10E-08,9.94E-13,marine mammal vocalization
9,Spectrogram 1,1,22.45727135,22.59583937,0,16729.8,0.1386,16729.8,-76.28,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1437265,1446134,19.36,mooring noise,0.982622504,0.982622504,0.008399607,0.003245017,0.005732624,2.33E-07,3.23E-09,mooring noise
10,Spectrogram 1,1,24.44341298,24.53579166,8140.4,10329.8,0.0924,2189.4,-93.75,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1564378,1570291,12.52,dolphin click,0.622267962,0.088549078,0.229123369,0.05957884,0.622267962,0.00048067,1.04E-08,dolphin click
11,Spectrogram 1,1,25.50576781,26.45264929,0,9263.2,0.9469,9263.2,-74.2,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1632369,1692970,16.32,marine mammal vocalization,0.907869518,0.084136985,0.907869518,0.000770064,0.006876762,0.000346686,4.70E-08,marine mammal vocalization
12,Spectrogram 1,1,27.15703673,28.32331757,0,6007,1.1663,6007,-72.5,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1738050,1812692,15.63,mooring noise,0.583843112,0.583843112,0.173331559,0.00025422,0.242418826,0.000151077,1.25E-06,mooring noise
13,Spectrogram 1,1,28.87758965,29.00461034,0,18750.9,0.127,18750.9,-77.08,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1848166,1856295,19.83,dolphin click,0.39898327,0.351243585,0.247509539,0.002211219,0.39898327,5.20E-05,3.12E-07,dolphin click
14,Spectrogram 1,1,30.81754195,30.90992063,1178.9,29642.1,0.0924,28463.2,-90.07,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1972323,1978235,21.81,mooring noise,0.976805925,0.976805925,0.019252166,0.000330688,0.003601994,9.24E-06,2.81E-09,mooring noise
15,Spectrogram 1,1,31.03694132,31.19860401,0,3424.6,0.1617,3424.6,-72.06,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,1986364,1996711,16.04,mooring noise,0.892095447,0.892095447,0.047271166,0.002570416,0.057871077,0.000190916,1.03E-06,mooring noise
16,Spectrogram 1,1,34.72054121,34.80137256,0,11452.6,0.0808,11452.6,-74.72,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2222115,2227288,18.43,mooring noise,0.996629298,0.996629298,0.000646998,0.002593921,0.000128259,1.53E-06,2.09E-10,mooring noise
17,Spectrogram 1,1,34.8475619,35.86372738,842.1,3705.3,1.0162,2863.2,-85.53,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2230244,2295279,11.99,mooring noise,0.708417058,0.708417058,0.282220751,0.004917325,0.004228913,0.000215964,3.54E-09,mooring noise
18,Spectrogram 1,1,36.04848475,36.18705277,505.3,30596.5,0.1386,30091.2,-88.74,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2307103,2315971,22.64,marine mammal vocalization,0.853521049,0.125362411,0.853521049,0.002306398,0.018797988,1.21E-05,1.14E-10,marine mammal vocalization
19,Spectrogram 1,1,37.90531029,39.85680992,0,22400,1.9515,22400,-76.82,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2425940,2550836,19.39,mooring noise,0.81200552,0.81200552,0.095483609,0.074533038,0.017976018,5.52E-07,1.24E-06,mooring noise
20,Spectrogram 1,1,43.95611388,44.07158723,0,30652.6,0.1155,30652.6,-78.25,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2813191,2820582,24.77,mooring noise,0.931250513,0.931250513,0.039998896,0.003792337,0.024958111,1.32E-07,1.81E-08,mooring noise
21,Spectrogram 1,1,44.45264929,45.34179409,0,9094.7,0.8891,9094.7,-73.99,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,2844970,2901875,16.14,mooring noise,0.96124208,0.96124208,0.038051847,4.20E-05,0.000662829,1.19E-06,3.72E-12,mooring noise
22,Spectrogram 1,1,49.26788802,50.45726353,0,26722.8,1.1894,26722.8,-78.72,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,3153145,3229265,19.65,mooring noise,0.991689801,0.991689801,0.000334188,0.004475368,0.003500337,1.06E-07,1.93E-07,mooring noise
23,Spectrogram 1,1,53.10160327,53.19398195,8757.9,31494.7,0.0924,22736.8,-94.37,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,3398503,3404415,21,mooring noise,0.785110652,0.785110652,0.016512599,0.018136442,0.179831833,0.000408509,5.71E-11,mooring noise
24,Spectrogram 1,1,55.70898997,55.99767335,0,26442.1,0.2887,26442.1,-78.1,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,3565375,3583851,21.61,mooring noise,0.517228723,0.517228723,0.078345113,0.399247557,0.005169644,8.90E-06,5.89E-08,mooring noise
25,Spectrogram 1,1,57.33716422,57.67203693,0,31101.8,0.3349,31101.8,-79.78,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,3669579,3691010,21.62,mooring noise,0.810080349,0.810080349,0.001618315,0.014519543,0.173774779,2.28E-06,4.71E-06,mooring noise
26,Spectrogram 1,1,61.12469013,61.8059829,0,4884.2,0.6813,4884.2,-71.25,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,3911980,3955583,15.99,mooring noise,0.977184355,0.977184355,0.003153167,0.018866336,0.000789535,2.52E-06,3.99E-06,mooring noise
27,Spectrogram 1,1,65.5588668,65.7551715,336.8,7691.2,0.1963,7354.4,-84.04,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,4195767,4208331,15.29,dolphin click,0.999885798,0.000100988,1.17E-05,1.21E-07,0.999885798,1.45E-06,2.04E-09,dolphin click
28,Spectrogram 1,1,67.09466237,67.27941973,0,7129.8,0.1848,7129.8,-72.24,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,4294058,4305883,18.24,mooring noise,0.822208941,0.822208941,0.167904973,0.000153197,0.009714162,1.87E-05,1.67E-11,mooring noise
29,Spectrogram 1,1,69.42722406,70.02768548,0,17459.6,0.6005,17459.6,-76.73,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,4443342,4481772,18.4,mooring noise,0.952401102,0.952401102,0.04706293,0.000354512,0.000165114,1.64E-05,4.36E-10,mooring noise
30,Spectrogram 1,1,70.31636886,70.54731556,561.4,3424.6,0.2309,2863.2,-78.71,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,4500248,4515028,13.17,marine mammal vocalization,0.866077542,0.132016659,0.866077542,0.001780833,0.000122659,2.24E-06,3.03E-11,marine mammal vocalization
31,Spectrogram 1,1,76.4572401,77.41566891,0,17066.7,0.9584,17066.7,-76.95,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,4893263,4954603,17.9,mooring noise,0.560626805,0.560626805,0.385528177,0.048875868,0.004949963,4.33E-07,1.89E-05,mooring noise
32,Spectrogram 1,1,79.5519259,79.7482306,0,17178.9,0.1963,17178.9,-75.1,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5091323,5103887,18.57,background noise,0.729022622,0.268581986,0.00014967,0.729022622,0.00199507,0.000201419,4.92E-05,background noise
33,Spectrogram 1,1,81.64199355,81.82675091,0,22736.8,0.1848,22736.8,-77.47,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5225088,5236912,20.7,mooring noise,0.993787766,0.993787766,0.000721079,4.54E-06,0.005484727,1.90E-06,2.87E-12,mooring noise
34,Spectrogram 1,1,84.11312326,84.60965867,2807,11452.6,0.4965,8645.6,-91.68,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5383240,5415018,12.84,mooring noise,0.991721034,0.991721034,0.004608585,0.002381431,0.001285394,3.59E-06,1.56E-08,mooring noise
35,Spectrogram 1,1,87.10388305,87.48494511,0,9094.7,0.3811,9094.7,-73.69,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5574649,5599036,17.08,marine mammal vocalization,0.570859373,0.358950377,0.570859373,0.001320586,0.068869516,1.33E-07,5.31E-11,marine mammal vocalization
36,Spectrogram 1,1,89.03228801,89.15930869,0,16561.4,0.127,16561.4,-76.33,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5698066,5706196,17.21,mooring noise,0.957526922,0.957526922,0.001140987,0.004481744,0.036831815,1.85E-05,1.83E-10,mooring noise
37,Spectrogram 1,1,90.17547418,90.3140422,0,4715.8,0.1386,4715.8,-71.15,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5771230,5780099,15.41,mooring noise,0.975646555,0.975646555,0.007389379,0.015334106,0.001626512,3.43E-06,6.20E-09,mooring noise
38,Spectrogram 1,1,93.19856495,93.33713297,1571.9,4154.4,0.1386,2582.5,-84.54,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,5964708,5973577,11.29,marine mammal vocalization,0.812628806,0.073613547,0.812628806,0.000115707,0.113641672,2.16E-07,1.07E-07,marine mammal vocalization
39,Spectrogram 1,1,94.09925708,94.51496115,3143.9,29698.2,0.4157,26554.3,-96.6,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6022352,6048958,17.67,marine mammal vocalization,0.982019067,0.011510796,0.982019067,0.006436953,1.68E-05,1.63E-05,1.32E-08,marine mammal vocalization
40,Spectrogram 1,1,99.51495724,99.64197793,1010.5,29698.2,0.127,28687.7,-91.87,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6368957,6377087,20.92,mooring noise,0.602080643,0.602080643,0.056721941,0.000462414,0.340476424,0.000221657,3.69E-05,mooring noise
41,Spectrogram 1,1,100.36946,101.5934776,0,7410.5,1.224,7410.5,-73.57,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6423645,6501983,15.77,mooring noise,0.990943253,0.990943253,0.003245797,0.000259825,0.005550757,6.76E-08,2.57E-07,mooring noise
42,Spectrogram 1,1,102.3209597,103.1292731,0,17347.4,0.8083,17347.4,-76.02,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6548541,6600273,18.45,mooring noise,0.957957625,0.957957625,0.001053237,0.006198875,0.034768373,1.59E-07,2.18E-05,mooring noise
43,Spectrogram 1,1,103.9029446,104.330196,0,10273.7,0.4273,10273.7,-74.42,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6649788,6677133,15.98,mooring noise,0.996205389,0.996205389,0.001223704,0.002239508,0.00031695,7.05E-07,1.38E-05,mooring noise
44,Spectrogram 1,1,106.1200329,107.1823877,0,18638.6,1.0624,18638.6,-77.01,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,6791682,6859673,18.45,mooring noise,0.764541745,0.764541745,0.231347337,0.00115608,0.000990063,4.50E-06,0.001960248,mooring noise
45,Spectrogram 1,1,111.7759161,112.3417355,0,27003.5,0.5658,27003.5,-79.05,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7153659,7189871,20.83,mooring noise,0.894507587,0.894507587,0.067672044,2.38E-05,0.037772901,2.37E-05,2.43E-09,mooring noise
46,Spectrogram 1,1,113.1615963,113.323259,0,6400,0.1617,6400,-72.15,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7242342,7252689,16.01,mooring noise,0.661215246,0.661215246,0.243368611,9.70E-05,0.095284157,3.49E-05,1.43E-09,mooring noise
47,Spectrogram 1,1,114.7551285,114.9629806,0,5333.3,0.2079,5333.3,-70.81,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7344328,7357631,17.37,mooring noise,0.954603851,0.954603851,0.004045467,0.000534629,0.040804584,1.15E-05,1.26E-08,mooring noise
48,Spectrogram 1,1,117.6419623,117.7920777,1796.5,19087.7,0.1501,17291.2,-87.81,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7529086,7538693,17.47,dolphin click,0.984972417,0.010235461,0.004787036,4.93E-06,0.984972417,1.99E-07,1.03E-09,dolphin click
49,Spectrogram 1,1,119.4202519,121.5218669,0,22175.4,2.1016,22175.4,-77.14,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7642896,7777399,18.86,mooring noise,0.823497236,0.823497236,0.072367229,0.069111668,0.035020679,2.52E-06,6.60E-07,mooring noise
50,Spectrogram 1,1,123.7966919,123.9121653,0,11452.6,0.1155,11452.6,-74.85,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,7922988,7930379,20.37,dolphin click,0.690644383,0.282918662,0.016141163,0.010291454,0.690644383,1.60E-06,2.74E-06,dolphin click
51,Spectrogram 1,1,127.5842178,127.6996912,2582.5,14147.4,0.1155,11564.9,-91.62,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,8165390,8172780,14.31,marine mammal vocalization,0.681723773,0.277929038,0.681723773,0.001578717,0.03875814,8.42E-06,1.97E-06,marine mammal vocalization
52,Spectrogram 1,1,128.4133305,129.394854,0,16280.7,0.9815,16280.7,-76.89,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,8218453,8281271,17.31,dolphin click,0.851903856,0.13899152,0.009006586,9.72E-05,0.851903856,6.47E-07,1.81E-07,dolphin click
53,Spectrogram 1,1,132.5241818,133.840578,0,31045.6,1.3164,31045.6,-79.07,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,8481548,8565797,21.35,mooring noise,0.825140297,0.825140297,0.002287365,0.080512509,0.092023797,3.60E-05,8.33E-09,mooring noise
54,Spectrogram 1,1,138.9560475,139.0715208,393,24140.4,0.1155,23747.4,-90.29,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,8893187,8900577,20.47,mooring noise,0.796823323,0.796823323,0.106625266,0.033274602,0.062674709,0.00053176,7.03E-05,mooring noise
55,Spectrogram 1,1,141.9006179,142.0276386,2638.6,10610.5,0.127,7971.9,-91.92,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9081640,9089769,12.6,mooring noise,0.654387355,0.654387355,0.003791022,0.333722562,0.008097615,1.37E-06,9.43E-10,mooring noise
56,Spectrogram 1,1,143.5865288,143.6904549,1235.1,21950.9,0.1039,20715.8,-87.36,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9189538,9196189,20.03,marine mammal vocalization,0.567591369,0.25440675,0.567591369,0.16739355,0.007116726,3.79E-05,0.003453701,marine mammal vocalization
57,Spectrogram 1,1,145.050745,145.1431237,24589.5,30821.1,0.0924,6231.6,-109.4,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9283248,9289160,13.12,background noise,0.92347157,0.019541858,0.047618028,0.92347157,0.006994635,0.002373882,3.17E-08,background noise
58,Spectrogram 1,1,146.7135612,147.8452001,0,13305.3,1.1316,13305.3,-75.3,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9389668,9462093,17.37,marine mammal vocalization,0.758195221,0.238350198,0.758195221,0.000635803,0.002818279,5.46E-07,3.58E-08,marine mammal vocalization
59,Spectrogram 1,1,152.1639034,152.2562821,7410.5,11621.1,0.0924,4210.6,-94.41,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9738490,9744402,11.34,background noise,0.864101887,0.126996398,0.008621518,0.864101887,0.000279842,1.81E-07,1.39E-07,background noise
60,Spectrogram 1,1,152.7990068,152.9029329,0,4210.5,0.1039,4210.5,-71.76,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9779136,9785788,15.8,background noise,0.778110385,0.211041957,0.010741712,0.778110385,0.000105808,3.93E-08,1.42E-07,background noise
61,Spectrogram 1,1,154.2539711,154.3578971,1515.8,30764.9,0.1039,29249.1,-93.17,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9872254,9878905,19.52,dolphin click,0.77284807,0.155190259,0.065461129,0.00130147,0.77284807,0.004465221,0.000733922,dolphin click
62,Spectrogram 1,1,155.7551246,156.1708287,0,12182.5,0.4157,12182.5,-75.08,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,9968328,9994933,17.06,marine mammal vocalization,0.722993255,0.234027758,0.722993255,0.023236703,0.019680412,1.27E-06,6.06E-05,marine mammal vocalization
63,Spectrogram 1,1,158.041497,158.6188637,0,10554.4,0.5774,10554.4,-75.29,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,10114656,10151607,17,mooring noise,0.960291922,0.960291922,0.006594075,0.021710359,0.011349793,5.36E-05,1.90E-07,mooring noise
64,Spectrogram 1,1,162.1754429,163.5033865,0,30989.5,1.3279,30989.5,-79.43,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,10379228,10464217,22.08,mooring noise,0.996378124,0.996378124,5.03E-05,0.001613935,0.001946223,1.12E-05,1.96E-07,mooring noise
65,Spectrogram 1,1,165.5680484,166.9190866,0,31045.6,1.351,31045.6,-78.73,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,10596355,10682822,21.9,mooring noise,0.704906285,0.704906285,0.292138606,0.002237712,0.000714632,2.75E-06,3.53E-08,mooring noise
66,Spectrogram 1,1,168.9456467,169.0495727,8028.1,27003.5,0.1039,18975.4,-100.73,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,10812521,10819173,14.54,mooring noise,0.813532829,0.813532829,0.002885062,0.183135241,0.000415448,1.88E-05,1.26E-05,mooring noise
67,Spectrogram 1,1,170.5276316,170.7239363,0,8364.9,0.1963,8364.9,-74.34,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,10913768,10926332,16.93,mooring noise,0.956462324,0.956462324,0.007770764,0.022782702,0.011737847,0.001208108,3.82E-05,mooring noise
68,Spectrogram 1,1,174.3844416,175.5969117,0,31101.8,1.2125,31101.8,-79.1,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,11160604,11238202,21.55,mooring noise,0.978613436,0.978613436,0.015005182,0.004088496,0.002286005,5.88E-06,9.72E-07,mooring noise
69,Spectrogram 1,1,179.4860526,180.9987535,0,31101.8,1.5127,31101.8,-79.12,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,11487107,11583920,22.67,mooring noise,0.536091745,0.536091745,0.176546738,0.001377998,0.284962267,0.001020988,2.24E-07,mooring noise
70,Spectrogram 1,1,183.4929779,183.8855873,0,9431.6,0.3926,9431.6,-73.69,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,11743551,11768678,16.45,dolphin click,0.736787856,0.23411797,0.005564516,0.023282511,0.736787856,9.46E-06,0.000237797,dolphin click
71,Spectrogram 1,1,184.5091434,185.4560249,0,31326.3,0.9469,31326.3,-78.34,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,11808585,11869186,24.43,dolphin click,0.486790806,0.434734851,0.057366099,0.02110244,0.486790806,8.81E-07,4.82E-06,dolphin click
72,Spectrogram 1,1,187.0033678,187.4999032,0,18694.7,0.4965,18694.7,-77.32,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,11968216,11999994,18.87,mooring noise,0.916243732,0.916243732,0.057654407,0.004276035,0.021218328,0.000606891,7.11E-07,mooring noise
73,Spectrogram 1,1,189.0356988,189.1511721,0,4322.8,0.1155,4322.8,-72.29,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12098285,12105675,15.04,mooring noise,0.936826766,0.936826766,0.004843355,0.05773348,0.000583914,1.23E-05,2.47E-07,mooring noise
74,Spectrogram 1,1,189.3821188,189.4860448,18470.2,25880.7,0.1039,7410.5,-106.75,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12120456,12127107,11.06,mooring noise,0.96502012,0.96502012,0.011031916,0.023664299,0.000274532,7.05E-06,2.09E-06,mooring noise
75,Spectrogram 1,1,191.3105238,191.4029024,1571.9,13866.7,0.0924,12294.8,-91.58,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12243874,12249786,14.16,dolphin click,0.427622795,0.278855056,0.188712642,0.104776479,0.427622795,3.30E-05,1.24E-08,dolphin click
76,Spectrogram 1,1,195.9848834,196.3197562,0,30203.5,0.3349,30203.5,-78.41,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12543033,12564464,21.58,mooring noise,0.933660984,0.933660984,0.035388514,0.000366253,0.03057123,1.29E-05,3.65E-08,mooring noise
77,Spectrogram 1,1,198.9294539,199.1257586,0,7859.6,0.1963,7859.6,-73.76,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12731485,12744049,16,mooring noise,0.806083202,0.806083202,0.017502811,0.17342566,0.002931769,4.76E-05,8.97E-06,mooring noise
78,Spectrogram 1,1,200.0264507,200.1765661,0,11508.8,0.1501,11508.8,-73.71,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12801693,12811300,17.97,mooring noise,0.992839932,0.992839932,0.00018747,0.000520636,0.00644556,6.34E-06,2.65E-10,mooring noise
79,Spectrogram 1,1,201.7354563,201.8047403,1964.9,23859.6,0.0693,21894.7,-93.48,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,12911069,12915503,17.82,mooring noise,0.784302175,0.784302175,0.107014522,0.07045497,0.036402564,8.05E-05,0.001745305,mooring noise
80,Spectrogram 1,1,205.7423816,205.8232129,24140.4,30259.6,0.0808,6119.2,-108.41,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13167512,13172686,11.63,mooring noise,0.629119277,0.629119277,0.232180655,0.124930196,0.013634085,6.07E-05,7.51E-05,mooring noise
81,Spectrogram 1,1,207.3590085,207.5206712,2470.2,12126.3,0.1617,9656.1,-90.67,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13270977,13281323,13.3,dolphin click,0.602111638,0.382429183,0.008068462,0.007226235,0.602111638,3.37E-06,0.000161061,dolphin click
82,Spectrogram 1,1,207.8901859,208.0864906,393,3649.1,0.1963,3256.1,-75.97,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13304972,13317535,16.5,mooring noise,0.858107269,0.858107269,0.003067977,0.086211301,0.051844098,8.78E-06,0.000760489,mooring noise
83,Spectrogram 1,1,210.546073,210.615357,27059.6,30877.2,0.0693,3817.6,-112.73,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13474949,13479383,12.44,mooring noise,0.919855475,0.919855475,0.020803072,0.045387503,0.013751223,0.000179707,2.30E-05,mooring noise
84,Spectrogram 1,1,211.0772504,211.1696291,5389.5,31157.9,0.0924,25768.4,-96.86,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13508944,13514856,18.78,dolphin click,0.513362288,0.420298725,0.04232033,0.017425567,0.513362288,0.006576839,1.63E-05,dolphin click
85,Spectrogram 1,1,212.5553149,212.6476935,497.409,30839.378,0.0924,30341.969,-82.51,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13603540,13609452,25.74,marine mammal vocalization,0.712813079,0.009487941,0.712813079,0.000521676,0.27689907,1.36E-05,0.000264648,marine mammal vocalization
86,Spectrogram 1,1,215.1303706,215.6846427,0,30176.166,0.5543,30176.166,-78.94,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13768344,13803817,21.09,mooring noise,0.980370998,0.980370998,0.000542772,0.018712947,7.68E-05,0.000296523,1.27E-08,mooring noise
87,Spectrogram 1,1,216.7585448,216.9548495,1105.354,16856.649,0.1963,15751.295,-91.68,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,13872547,13885110,15.66,mooring noise,0.848640859,0.848640859,0.00762937,0.013293086,0.13014403,0.000290981,1.71E-06,mooring noise
88,Spectrogram 1,1,218.8255178,219.4028846,0,14093.264,0.5774,14093.264,-75.86,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14004833,14041785,16.83,marine mammal vocalization,0.430552065,0.121057495,0.430552065,0.046292678,0.374663502,0.002016593,0.025417633,marine mammal vocalization
89,Spectrogram 1,1,221.0402951,222.691564,0,13485.32,1.6513,13485.32,-75.57,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14146579,14252260,16.98,mooring noise,0.994808137,0.994808137,0.000373857,0.000608311,0.004208444,7.36E-07,5.57E-07,mooring noise
